timestamp,heart_rate
2025-06-07 10:29:54,85
2025-06-07 10:29:57,84
2025-06-07 10:30:04,82
2025-06-07 10:30:05,82
2025-06-07 10:30:14,77
2025-06-07 10:30:17,74
2025-06-07 10:30:22,71
2025-06-07 10:30:25,72
2025-06-07 10:30:32,73
2025-06-07 10:30:39,76
2025-06-07 10:30:44,73
2025-06-07 10:30:48,74
2025-06-07 10:30:51,73
2025-06-07 10:30:59,75
2025-06-07 10:31:02,74
2025-06-07 10:31:09,76
2025-06-07 10:31:13,73
2025-06-07 10:31:17,71
2025-06-07 10:31:22,70
2025-06-07 10:31:27,69
2025-06-07 10:31:30,69
2025-06-07 10:31:37,71
2025-06-07 10:31:40,72
2025-06-07 10:31:45,71
2025-06-07 10:31:50,70
2025-06-07 10:31:56,69
2025-06-07 10:32:04,70
2025-06-07 10:32:09,71
2025-06-07 10:32:10,71
2025-06-07 10:32:19,70
2025-06-07 10:32:20,71
2025-06-07 10:32:28,76
2025-06-07 10:32:33,78
2025-06-07 10:32:39,76
2025-06-07 10:32:44,75
2025-06-07 10:32:48,75
2025-06-07 10:32:54,78
2025-06-07 10:32:56,77
2025-06-07 10:33:02,74
2025-06-07 10:33:07,73
2025-06-07 10:33:10,73
2025-06-07 10:33:18,73
2025-06-07 10:33:22,74
2025-06-07 10:33:25,75
2025-06-07 10:33:34,78
2025-06-07 10:33:39,78
2025-06-07 10:33:43,76
2025-06-07 10:33:46,76
2025-06-07 10:33:54,76
2025-06-07 10:33:59,77
2025-06-07 10:34:03,75
2025-06-07 10:34:09,74
2025-06-07 10:34:13,72
2025-06-07 10:34:16,72
2025-06-07 10:34:21,71
2025-06-07 10:34:29,73
2025-06-07 10:34:34,75
2025-06-07 10:34:35,75
2025-06-07 10:34:44,79
2025-06-07 10:34:48,80
2025-06-07 10:34:50,80
2025-06-07 10:34:59,78
2025-06-07 10:35:01,78
2025-06-07 10:35:06,79
2025-06-07 10:35:14,76
2025-06-07 10:35:15,76
2025-06-07 10:35:23,76
2025-06-07 10:35:28,76
2025-06-07 10:35:30,76
2025-06-07 10:35:36,75
2025-06-07 10:35:44,79
2025-06-07 10:35:48,76
2025-06-07 10:35:52,76
2025-06-07 10:35:55,75
2025-06-07 10:36:04,77
2025-06-07 10:36:05,77
2025-06-07 10:36:13,76
2025-06-07 10:36:18,77
2025-06-07 10:36:21,76
2025-06-07 10:36:29,77
2025-06-07 10:36:31,77
